-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 0 0
-3.475 0 0
-3.425 0 0
-3.375 0 0
-3.325 0 0
-3.275 2.63158e-05 1.76532e-05
-3.225 0.000197368 9.99913e-05
-3.175 0.000263158 0.000117688
-3.125 0.000460526 0.000146372
-3.075 0.000697368 0.000195407
-3.025 0.000763158 0.000192393
-2.975 0.00134211 0.000280297
-2.925 0.00176316 0.000291916
-2.875 0.00288158 0.000345367
-2.825 0.00411842 0.000468271
-2.775 0.00601316 0.0005935
-2.725 0.00825 0.000696816
-2.675 0.01125 0.000721138
-2.625 0.0150132 0.000760083
-2.575 0.0190263 0.000997243
-2.525 0.0234474 0.00108708
-2.475 0.0281316 0.00149328
-2.425 0.0349868 0.00169072
-2.375 0.0411842 0.00162749
-2.325 0.0499079 0.00160508
-2.275 0.0561053 0.00190908
-2.225 0.0697895 0.001923
-2.175 0.0811579 0.00226999
-2.125 0.0933421 0.00223205
-2.075 0.103961 0.00290569
-2.025 0.114408 0.00239841
-1.975 0.126316 0.00268486
-1.925 0.139697 0.00243945
-1.875 0.151789 0.00302022
-1.825 0.166803 0.0029018
-1.775 0.178724 0.00348072
-1.725 0.195145 0.0037049
-1.675 0.207342 0.00332938
-1.625 0.218671 0.00366544
-1.575 0.222961 0.00344761
-1.525 0.228789 0.00421732
-1.475 0.23925 0.00364278
-1.425 0.244711 0.00406325
-1.375 0.247921 0.00390986
-1.325 0.251053 0.00390668
-1.275 0.256961 0.00453875
-1.225 0.258434 0.00476652
-1.175 0.259276 0.00421545
-1.125 0.261842 0.00423414
-1.075 0.259276 0.00363143
-1.025 0.260434 0.00386243
-0.975 0.260474 0.00427328
-0.925 0.255368 0.00320645
-0.875 0.252987 0.00343677
-0.825 0.254329 0.00444182
-0.775 0.255868 0.00391257
-0.725 0.2505 0.00404168
-0.675 0.248921 0.00362575
-0.625 0.241592 0.00331075
-0.575 0.243895 0.00278137
-0.525 0.243724 0.00306335
-0.475 0.237592 0.00290198
-0.425 0.2375 0.00345872
-0.375 0.229579 0.00425696
-0.325 0.231079 0.00428499
-0.275 0.234237 0.00364552
-0.225 0.231776 0.00301146
-0.175 0.230566 0.00269131
-0.125 0.227566 0.00278922
-0.075 0.231026 0.00287703
-0.025 0.231513 0.00294959
0.025 0.234329 0.0038916
0.075 0.232697 0.00367517
0.125 0.233197 0.00341357
0.175 0.229197 0.00297027
0.225 0.231408 0.00278489
0.275 0.230118 0.00331331
0.325 0.234276 0.00421911
0.375 0.232553 0.00335638
0.425 0.240368 0.00251405
0.475 0.241526 0.00322675
0.525 0.239342 0.00299905
0.575 0.243092 0.00379111
0.625 0.247632 0.00320378
0.675 0.250079 0.00348816
0.725 0.253974 0.00332533
0.775 0.254776 0.00333517
0.825 0.252329 0.00353985
0.875 0.261539 0.00304026
0.925 0.259132 0.00375718
0.975 0.25725 0.00322379
1.025 0.259579 0.0038658
1.075 0.256408 0.00468001
1.125 0.257632 0.00421796
1.175 0.257395 0.00406704
1.225 0.258013 0.00435097
1.275 0.260671 0.00358921
1.325 0.255434 0.00365227
1.375 0.253342 0.00429008
1.425 0.248882 0.00416459
1.475 0.243789 0.00318494
1.525 0.231342 0.00307292
1.575 0.222434 0.00338472
1.625 0.210855 0.00347931
1.675 0.201934 0.00301911
1.725 0.192711 0.00284509
1.775 0.180697 0.00278738
1.825 0.168197 0.00263186
1.875 0.156526 0.00310836
1.925 0.145118 0.00341388
1.975 0.1305 0.00302751
2.025 0.115421 0.0025949
2.075 0.105829 0.00257641
2.125 0.0931447 0.00263036
2.175 0.0821447 0.00262692
2.225 0.0714868 0.0018502
2.275 0.0614211 0.00197389
2.325 0.0521447 0.0019181
2.375 0.0407763 0.0018349
2.425 0.0334605 0.00185487
2.475 0.0277632 0.00199163
2.525 0.0225395 0.00158062
2.575 0.0179211 0.00122643
2.625 0.0143289 0.00117075
2.675 0.0107237 0.000823578
2.725 0.00801316 0.000722002
2.775 0.00560526 0.000670175
2.825 0.00422368 0.000548694
2.875 0.00317105 0.00057879
2.925 0.00215789 0.000595923
2.975 0.00152632 0.000371043
3.025 0.000842105 0.000220645
3.075 0.000526316 0.000150023
3.125 0.000302632 0.000104064
3.175 0.000157895 7.06127e-05
3.225 7.89474e-05 6.47283e-05
3.275 1.31579e-05 1.28247e-05
3.325 2.63158e-05 2.56495e-05
3.375 0 0
3.425 0 0
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
